name,location_link,rating,review_id,author_id,review_text,review_rating
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChZDSUhNMG9nS0VJQ0FnSUNfMEo2dUx3EAE,110744902672215137445,,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChZDSUhNMG9nS0VJQ0FnSUN2b2FicUFREAE,114152164879246320168,"PASTOR Jorge assisted me with maintaining my Christianity and to deliver nutrients and finally a beautiful foundation of food, personal care and his wife which was 8 Mos pregnant and they prayed and blessed I will never forget this time I f hardship.   Had it nit been fir these two angels dressed in their missionary gear I don't know if I would have survived it.   Pastor Joge Mucho Gracious.  From :Tijuana Lenoir.  Resting place.  Back half of Rubidoux Library Parking & Entrance.",5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChdDSUhNMG9nS0VJQ0FnSURqbllhaDVBRRAB,111732106719412951328,,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChdDSUhNMG9nS0VJQ0FnSUQ1dXJiRC1nRRAB,108799669815162164718,,4
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChdDSUhNMG9nS0VJQ0FnSUNKLU1mcm13RRAB,105049728842797133082,Beautiful Church and great Sermons after the Service good potluck.,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChdDSUhNMG9nS0VJQ0FnSURCeHR6cG5RRRAB,100739782648343569470,,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChZDSUhNMG9nS0VJQ0FnSUNjc05ETktREAE,109697912772537239870,,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChdDSUhNMG9nS0VJQ0FnSUNzNGEycnBnRRAB,101250073266199596280,,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChdDSUhNMG9nS0VJQ0FnSUQwLXJlVG1RRRAB,103141202533421199801,I Love This Church I Grew Up Here From The 80's to. The 90's. It is Very Warm And Loving To Learn about God. And The End Time.,5
Riverside Spanish Seventh-day Adventist Church,"https://www.google.com/maps/place/Riverside+Spanish+Seventh-day+Adventist+Church/@33.977277,-117.3530703,14z/data=!4m8!1m2!2m1!1sRiverside+Spanish+Seventh-day+Adventist+Church!3m4!1s0x80dcae227cd67477:0x42e8efe4e6494cd8!8m2!3d33.977277!4d-117.3530703",4.4,ChZDSUhNMG9nS0VJQ0FnSUMwNXBqNUx3EAE,109282592350786842285,Huge food give away program. For community residents.,3
