name,location_link,rating,review_id,author_id,review_text,review_rating
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChdDSUhNMG9nS0VJQ0FnTURJM002bjdBRRAB,105801892109732653450,"John Maceri is a great man, his experience contributes to the success of programs today. We need more guys like John in these seats.

The People Concern - Tiki Apartments",5
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChZDSUhNMG9nS0VJQ0FnTUN3Z19MRkJnEAE,105765487152721830275,Where do I start omg. I was introduced to Joe or Jose I was told both names where used . He came and in arm manner made me think he was truth with and he had gotten my friend who had been at our shelter in 4 months. And although he had tendencies of disappearing I toolanchance as well all do for the greater good of having a home one day. So the nightmare begins . Tls is a program that remains a mystery and is not favored my housing navigators these mysterious people who hold the key don't like  that program because of low commissions I imagine .,1
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChdDSUhNMG9nS0VJQ0FnSUNfbGFPNnNBRRAB,103827320666607205427,,5
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChZDSUhNMG9nS0VJQ0FnSURmbG8tM0l3EAE,106915111560824236419,,5
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChdDSUhNMG9nS0VJQ0FnSUR4NmY3RmpRRRAB,103695598678338902949,"This s a crummy agency.  This agency is against landlords, and will support the tenant's poor behavior",1
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChZDSUhNMG9nS0VJQ0FnSUNQdXFTSEZ3EAE,111584696104748187207,"They are destroying my life even more than it already is. Just when I thought it couldn't get any worse.We end up with these snobby liars! They suck worse than anyone I've ever encountered! We' ve been at this hotel for 2 years trying to just get our foot in the door somewhere and we would be able to afford paying full rent. All they do is work on trying to split me and my wife apart. I am also her caregiver.They try to house her in a dangerous neighborhood in another facility not an apartment without me.Then because we refused it they threw me out of the program completely. She is a vulnerable adult and she doesn't have anyone but me. They will lie about pretty much everything they tell you.I enrolled in school and they said that disqualifies me from the program. They bully people, lie to people, treat you like a loser and a drug addict even if you don't use the drugs. Then when it becomes crunch time they manage to come up with a worse situation than we already were in. They will hack years off of your life with the dump truck load of stress they have for you.Dont worry that's plenty to last you through the 2 years of digging the rut you've already been stuck in. Now I understand why people commit suicide . All I can say is good luck to anyone who gets to experience them. Have a nice day! 🙂",1
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChdDSUhNMG9nS0VJQ0FnSUQzcTUtVmdRRRAB,108611549378713948612,,1
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChdDSUhNMG9nS0VJQ0FnSURYcmRLeDZ3RRAB,111496440499833193659,"ABSOLUTELY THE WORST ORGANIZATION. THEY LIE, MANIPULATE AND DECIVE YOU. NO ONE CARES IF YOU EVER GET AN APARTMENT BECAUSE THEY WILL HOLD UP YOUR APPLICATION AND RUIN YOUR CHANCES OF GETTING AN APARTMENT.",1
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChZDSUhNMG9nS0VJQ0FnSUNIOTdHVFBREAE,111751231902449775078,They do have what they call as a serice and help. However they push everything on you and just give Lip Service,1
The People Concern,"https://www.google.com/maps/place/The+People+Concern/@34.0374372,-118.31698259999999,14z/data=!4m8!1m2!2m1!1sThe+People+Concern!3m4!1s0x80c2c7820c624187:0x22ecb2c52d4882b6!8m2!3d34.0374372!4d-118.31698259999999",3.1,ChZDSUhNMG9nS0VJQ0FnSURiNHVlOE5nEAE,105773580085788164039,"The People Concern has been lying about everything regarding the apartment search process. Hands down the worst experience to be mislead and lied to while homeless and trying to find an apartment by the very people getting paid by Funds & Tax Payers money to HELP US NOT HARM US  RUN AWAY FROM THIS PLACE & LOOK UP LAWSUIT OF 2019.
UPDATE: THANK YOU FOR YOUR RESPONCE & IF YOU MEAN IT HELP ME FIND AN APARTMENT!

UPDATE TO PEOPLE CONCERN RESPONSE:

THIS IS THE WAY YOUR AGENCY IS THIS IS A GREAT REPRESENTATION OF HOW YOUR AGENCY WORKS. DISGRACEFUL",1
