name,location_link,rating,review_id,author_id,review_text,review_rating
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChdDSUhNMG9nS0VJQ0FnSURmOTZYbjFRRRAB,107327251691607876863,Went to take care of business the staff greeted me with a smile and they were very helpful.,4
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChdDSUhNMG9nS0VJQ0FnSUMzaDZpTzd3RRAB,105616300298968807838,,5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChZDSUhNMG9nS0VJQ0FnSUMzNDlDYkZnEAE,117287167672611469831,Currently housed here and extremely great full on the help can't wait to get my life fully going.,5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChZDSUhNMG9nS0VJQ0FnSURIeGItZ1B3EAE,117779013838002273406,,5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChZDSUhNMG9nS0VJQ0FnSUM3cE82MmJnEAE,103273242299803712841,I have been trying to refer a client to this agency but they do not answer their phones nor give us a call back. I had called and was told my client would get a call back with a two-day frame but after that there has been not contact nor have we been able to get through to a live person its been three weeks now. Never referring clients here again.,1
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChZDSUhNMG9nS0VJQ0FnSUM1a1llbGR3EAE,112202656589856874482,Extremely friendly and welcoming staff. Very thorough in their customer service. Very accommodating to all who enter their doors. Always have plenty of goodies to eat and always offer a cold water bottle to anyone upon entry.,5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChZDSUhNMG9nS0VJQ0FnSURJa3BqNlJ3EAE,106342340992479671104,Grate place for The LGBT community to go and find friend who are like minded people,5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChdDSUhNMG9nS0VJQ0FnSUQtNEx2RGpBRRAB,112907222605582495912,"Thank you, Jessica, for being a fantastic person. Thank you for breakfast and for giving me a gracious tip. (I am an Uber Lyft driver.) This is not related to the business but to the character of the staff. She needed to get to work, she needed her coffee, and she was willing to go the extra mile by offering coffee, surprising me with a pastry, and giving me a tip. Thank you so much. That means the world happy holidays.",5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChZDSUhNMG9nS0VJQ0FnSUNlMU9IY1RBEAE,105477107504545524373,,5
TruEvolution,"https://www.google.com/maps/place/TruEvolution/@33.9838033,-117.37975,14z/data=!4m8!1m2!2m1!1sTruEvolution!3m4!1s0x80dcb1ed8bff5b87:0x2f407965df1a0271!8m2!3d33.9838033!4d-117.37975",4.5,ChdDSUhNMG9nS0VJQ0FnSUQybmVPZTJnRRAB,102649568183255326232,No help for transwomen. They'll make transphobic remarks on the phone and send you walking to the nearest shelter to be discriminated against or to face whatever different kind of horrific fates we're subjected to regularly.,1
